  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
 5262  5400  1073 app_process64               com.android.networkstack.process FinalizerDaemon u:r:network_stack:s0      SN    futex_wait_queue_me
 5262  5402  1073 app_process64               com.android.networkstack.process FinalizerWatchd u:r:network_stack:s0      SN    futex_wait_queue_me
 5262  5404  1073 app_process64               com.android.networkstack.process binder:5262_1 u:r:network_stack:s0        S     binder_thread_read
 5262  5406  1073 app_process64               com.android.networkstack.process binder:5262_2 u:r:network_stack:s0        S     binder_thread_read
 5262  5414  1073 app_process64               com.android.networkstack.process binder:5262_3 u:r:network_stack:s0        S     binder_thread_read
 5262  5461  1073 app_process64               com.android.networkstack.process Profile Saver u:r:network_stack:s0        SN    futex_wait_queue_me
 5262  5492  1073 app_process64               com.android.networkstack.process RawPacketTracke u:r:network_stack:s0      S     do_epoll_wait
 5262  5496  1073 app_process64               com.android.networkstack.process android.bg u:r:network_stack:s0           SN    do_epoll_wait
 5262  5520  1073 app_process64               com.android.networkstack.process NetworkStackNot u:r:network_stack:s0      S     do_epoll_wait
 5262  5530  1073 app_process64               com.android.networkstack.process droid.tethering u:r:network_stack:s0      S     do_epoll_wait
 5262  5534  1073 app_process64               com.android.networkstack.process TetheringMetric u:r:network_stack:s0      S     do_epoll_wait
 5262  5565  1073 app_process64               com.android.networkstack.process ConnectivityThr u:r:network_stack:s0      S     do_epoll_wait
 5262  5964  1073 app_process64               com.android.networkstack.process binder:5262_4 u:r:network_stack:s0        S     binder_thread_read
 5262  6019  1073 app_process64               com.android.networkstack.process pool-3-thread-1 u:r:network_stack:s0      S     futex_wait_queue_me
 5262  6083  1073 app_process64               com.android.networkstack.process IpClient.wlan0 u:r:network_stack:s0       S     do_epoll_wait
 5262  6510  1073 app_process64               com.android.networkstack.process binder:5262_5 u:r:network_stack:s0        S     binder_thread_read
 5262  6511  1073 app_process64               com.android.networkstack.process NetworkMonitor/ u:r:network_stack:s0      S     do_epoll_wait
 5262  6537  1073 app_process64               com.android.networkstack.process OkHttp Connecti u:r:network_stack:s0      S     futex_wait_queue_me
 5262  6540  1073 app_process64               com.android.networkstack.process Okio Watchdog u:r:network_stack:s0        S     futex_wait_queue_me
 5262  6621  1073 app_process64               com.android.networkstack.process NetworkMonitor/ u:r:network_stack:s0      S     do_epoll_wait
 5262  6626  1073 app_process64               com.android.networkstack.process NetworkMonitor/ u:r:network_stack:s0      S     do_epoll_wait
 5262  6713  1073 app_process64               com.android.networkstack.process OkHttp Connecti u:r:network_stack:s0      S     futex_wait_queue_me
 5269  5269  1027 app_process64               com.android.nfc             com.android.nfc u:r:nfc:s0                     S     do_epoll_wait
 5269  5279  1027 app_process64               com.android.nfc             Signal Catcher  u:r:nfc:s0                     S<    do_sigtimedwait
 5269  5280  1027 app_process64               com.android.nfc             perfetto_hprof_ u:r:nfc:s0                     S<    pipe_read
 5269  5448  1027 app_process64               com.android.nfc             Jit thread pool u:r:nfc:s0                     SN    futex_wait_queue_me
 5269  5451  1027 app_process64               com.android.nfc             HeapTaskDaemon  u:r:nfc:s0                     SN    futex_wait_queue_me
 5269  5454  1027 app_process64               com.android.nfc             ReferenceQueueD u:r:nfc:s0                     SN    futex_wait_queue_me
 5269  5456  1027 app_process64               com.android.nfc             FinalizerDaemon u:r:nfc:s0                     SN    futex_wait_queue_me
 5269  5457  1027 app_process64               com.android.nfc             FinalizerWatchd u:r:nfc:s0                     SN    futex_wait_queue_me
 5269  5464  1027 app_process64               com.android.nfc             binder:5269_1   u:r:nfc:s0                     S     binder_thread_read
 5269  5474  1027 app_process64               com.android.nfc             binder:5269_2   u:r:nfc:s0                     S     binder_thread_read
 5269  5493  1027 app_process64               com.android.nfc             Profile Saver   u:r:nfc:s0                     SN    futex_wait_queue_me
 5269  5532  1027 app_process64               com.android.nfc             NfcEventLog     u:r:nfc:s0                     S     do_epoll_wait
 5269  5790  1027 app_process64               com.android.nfc             NfcBroadcastThr u:r:nfc:s0                     S     do_epoll_wait
 5269  5792  1027 app_process64               com.android.nfc             AsyncTask #1    u:r:nfc:s0                     SN    futex_wait_queue_me
 5269  6017  1027 app_process64               com.android.nfc             binder:5269_3   u:r:nfc:s0                     S     binder_thread_read
 5269 11659  1027 app_process64               com.android.nfc             binder:5269_4   u:r:nfc:s0                     S     binder_thread_read
 5281  5281 10425 app_process64               org.codeaurora.ims          .codeaurora.ims u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S do_epoll_wait
 5281  5288 10425 app_process64               org.codeaurora.ims          Signal Catcher  u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S< do_sigtimedwait
 5281  5289 10425 app_process64               org.codeaurora.ims          perfetto_hprof_ u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S< pipe_read
 5281  5430 10425 app_process64               org.codeaurora.ims          Jit thread pool u:r:vendor_qtelephony:s0:c169,c257,c512,c768 SN futex_wait_queue_me
 5281  5431 10425 app_process64               org.codeaurora.ims          HeapTaskDaemon  u:r:vendor_qtelephony:s0:c169,c257,c512,c768 SN futex_wait_queue_me
 5281  5432 10425 app_process64               org.codeaurora.ims          ReferenceQueueD u:r:vendor_qtelephony:s0:c169,c257,c512,c768 SN futex_wait_queue_me
 5281  5433 10425 app_process64               org.codeaurora.ims          FinalizerDaemon u:r:vendor_qtelephony:s0:c169,c257,c512,c768 SN futex_wait_queue_me
 5281  5434 10425 app_process64               org.codeaurora.ims          FinalizerWatchd u:r:vendor_qtelephony:s0:c169,c257,c512,c768 SN futex_wait_queue_me
 5281  5435 10425 app_process64               org.codeaurora.ims          binder:5281_1   u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S binder_thread_read
 5281  5445 10425 app_process64               org.codeaurora.ims          binder:5281_2   u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S binder_thread_read
 5281  5489 10425 app_process64               org.codeaurora.ims          Profile Saver   u:r:vendor_qtelephony:s0:c169,c257,c512,c768 SN futex_wait_queue_me
 5281  5516 10425 app_process64               org.codeaurora.ims          OplusImsRil     u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S do_epoll_wait
 5281  5527 10425 app_process64               org.codeaurora.ims          HwBinder:5281_1 u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S binder_thread_read
 5281  5528 10425 app_process64               org.codeaurora.ims          OplusImsStuckCa u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S do_epoll_wait
 5281  5535 10425 app_process64               org.codeaurora.ims          ImsKeylogHelper u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S do_epoll_wait
 5281  5536 10425 app_process64               org.codeaurora.ims          pool-5-thread-1 u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S futex_wait_queue_me
 5281  5712 10425 app_process64               org.codeaurora.ims          binder:5281_3   u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S binder_thread_read
 5281  5762 10425 app_process64               org.codeaurora.ims          binder:5281_4   u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S binder_thread_read
 5281  6558 10425 app_process64               org.codeaurora.ims          binder:5281_5   u:r:vendor_qtelephony:s0:c169,c257,c512,c768 S binder_thread_read
 5287  5287  1068 app_process64               com.android.se              com.android.se  u:r:secure_element:s0:c44,c260,c512,c768 S do_epoll_wait
 5287  5303  1068 app_process64               com.android.se              Signal Catcher  u:r:secure_element:s0:c44,c260,c512,c768 S< do_sigtimedwait
 5287  5304  1068 app_process64               com.android.se              perfetto_hprof_ u:r:secure_element:s0:c44,c260,c512,c768 S< pipe_read
 5287  5422  1068 app_process64               com.android.se              Jit thread pool u:r:secure_element:s0:c44,c260,c512,c768 SN futex_wait_queue_me
 5287  5423  1068 app_process64               com.android.se              HeapTaskDaemon  u:r:secure_element:s0:c44,c260,c512,c768 SN futex_wait_queue_me
 5287  5424  1068 app_process64               com.android.se              ReferenceQueueD u:r:secure_element:s0:c44,c260,c512,c768 SN futex_wait_queue_me
 5287  5425  1068 app_process64               com.android.se              FinalizerDaemon u:r:secure_element:s0:c44,c260,c512,c768 SN futex_wait_queue_me
 5287  5426  1068 app_process64               com.android.se              FinalizerWatchd u:r:secure_element:s0:c44,c260,c512,c768 SN futex_wait_queue_me
 5287  5427  1068 app_process64               com.android.se              binder:5287_1   u:r:secure_element:s0:c44,c260,c512,c768 S binder_thread_read
 5287  5429  1068 app_process64               com.android.se              binder:5287_2   u:r:secure_element:s0:c44,c260,c512,c768 S binder_thread_read
 5287  5436  1068 app_process64               com.android.se              binder:5287_3   u:r:secure_element:s0:c44,c260,c512,c768 S binder_thread_read
 5287  5473  1068 app_process64               com.android.se              Profile Saver   u:r:secure_element:s0:c44,c260,c512,c768 SN futex_wait_queue_me
 5287  5491  1068 app_process64               com.android.se              HwBinder:5287_1 u:r:secure_element:s0:c44,c260,c512,c768 S binder_thread_read
 5297  5297  1001 app_process64               com.android.phone           m.android.phone u:r:radio:s0                   S     do_epoll_wait
 5297  5305  1001 app_process64               com.android.phone           Signal Catcher  u:r:radio:s0                   S<    do_sigtimedwait
 5297  5306  1001 app_process64               com.android.phone           perfetto_hprof_ u:r:radio:s0                   S<    pipe_read
 5297  5548  1001 app_process64               com.android.phone           Jit thread pool u:r:radio:s0                   SN    futex_wait_queue_me
 5297  5552  1001 app_process64               com.android.phone           HeapTaskDaemon  u:r:radio:s0                   SN    futex_wait_queue_me
 5297  5553  1001 app_process64               com.android.phone           ReferenceQueueD u:r:radio:s0                   SN    futex_wait_queue_me
 5297  5554  1001 app_process64               com.android.phone           FinalizerDaemon u:r:radio:s0                   SN    futex_wait_queue_me
 5297  5555  1001 app_process64               com.android.phone           FinalizerWatchd u:r:radio:s0                   SN    futex_wait_queue_me
 5297  5556  1001 app_process64               com.android.phone           binder:5297_1   u:r:radio:s0                   S     binder_thread_read
 5297  5557  1001 app_process64               com.android.phone           binder:5297_2   u:r:radio:s0                   S     binder_thread_read
 5297  5559  1001 app_process64               com.android.phone           binder:5297_3   u:r:radio:s0                   S     binder_thread_read
 5297  5574  1001 app_process64               com.android.phone           Profile Saver   u:r:radio:s0                   SN    futex_wait_queue_me
 5297  5603  1001 app_process64               com.android.phone           queued-work-loo u:r:radio:s0                   S<    do_epoll_wait
 5297  5604  1001 app_process64               com.android.phone           android.bg      u:r:radio:s0                   SN    do_epoll_wait
 5297  5615  1001 app_process64               com.android.phone           HwBinder:5297_1 u:r:radio:s0                   S     binder_thread_read
 5297  5625  1001 app_process64               com.android.phone           elephony.worker u:r:radio:s0                   S     do_epoll_wait
 5297  5640  1001 app_process64               com.android.phone           SMSVC           u:r:radio:s0                   S     do_epoll_wait
 5297  5646  1001 app_process64               com.android.phone           CellBroadcastCo u:r:radio:s0                   S     do_epoll_wait
 5297  5668  1001 app_process64               com.android.phone           AppOpsManagerNo u:r:radio:s0                   S     do_epoll_wait
 5297  5671  1001 app_process64               com.android.phone           ConnectivityThr u:r:radio:s0                   S     do_epoll_wait
 5297  5672  1001 app_process64               com.android.phone           SatelliteDataUs u:r:radio:s0                   S     do_epoll_wait
 5297  5687  1001 app_process64               com.android.phone           binder:5297_4   u:r:radio:s0                   S     binder_thread_read
 5297  5686  1001 app_process64               com.android.phone           ImsResolver     u:r:radio:s0                   S     do_epoll_wait
 5297  5688  1001 app_process64               com.android.phone           binder:5297_5   u:r:radio:s0                   S     binder_thread_read
 5297  5689  1001 app_process64               com.android.phone           RcsProvisioning u:r:radio:s0                   S     do_epoll_wait
 5297  5691  1001 app_process64               com.android.phone           SatelliteAccess u:r:radio:s0                   S     do_epoll_wait
 5297  5692  1001 app_process64               com.android.phone           FakeRilThread   u:r:radio:s0                   S     do_epoll_wait
 5297  5693  1001 app_process64               com.android.phone           SatelliteEntitl u:r:radio:s0                   S     do_epoll_wait
 5297  5694  1001 app_process64               com.android.phone           ImsStateCallbac u:r:radio:s0                   S     do_epoll_wait
 5297  5695  1001 app_process64               com.android.phone           ImsProvisioning u:r:radio:s0                   S     do_epoll_wait
 5297  5711  1001 app_process64               com.android.phone           binder:5297_6   u:r:radio:s0                   S     binder_thread_read
 5297  5713  1001 app_process64               com.android.phone           binder:5297_7   u:r:radio:s0                   S     binder_thread_read
 5297  5716  1001 app_process64               com.android.phone           pool-8-thread-1 u:r:radio:s0                   S     futex_wait_queue_me
 5297  5717  1001 app_process64               com.android.phone           pool-9-thread-1 u:r:radio:s0                   S     futex_wait_queue_me
 5297  5750  1001 app_process64               com.android.phone           DataService     u:r:radio:s0                   S     do_epoll_wait
 5297  5759  1001 app_process64               com.android.phone           RilMessageDecod u:r:radio:s0                   S     do_epoll_wait
 5297  5760  1001 app_process64               com.android.phone           Cat Icon Loader u:r:radio:s0                   S     do_epoll_wait
 5297  5761  1001 app_process64               com.android.phone           binder:5297_8   u:r:radio:s0                   S     binder_thread_read
 5297  5776  1001 app_process64               com.android.phone           NetworkService  u:r:radio:s0                   S     do_epoll_wait
 5297  5913  1001 app_process64               com.android.phone           binder:5297_9   u:r:radio:s0                   S     binder_thread_read
 5297  5914  1001 app_process64               com.android.phone           pool-5-thread-1 u:r:radio:s0                   S     futex_wait_queue_me
 5297  5915  1001 app_process64               com.android.phone           binder:5297_A   u:r:radio:s0                   S     binder_thread_read
 5297  5923  1001 app_process64               com.android.phone           binder:5297_B   u:r:radio:s0                   S     binder_thread_read
 5297  6053  1001 app_process64               com.android.phone           VvmSimStateTrac u:r:radio:s0                   S     do_epoll_wait
 5297  6067  1001 app_process64               com.android.phone           binder:5297_C   u:r:radio:s0                   S     binder_thread_read
 5297  6442  1001 app_process64               com.android.phone           Thread-3        u:r:radio:s0                   S     do_epoll_wait
 5297  6443  1001 app_process64               com.android.phone           ONSNetworkScanC u:r:radio:s0                   S     do_epoll_wait
 5297  6457  1001 app_process64               com.android.phone           ONSProfileSelec u:r:radio:s0                   S     do_epoll_wait
 5297  6471  1001 app_process64               com.android.phone           binder:5297_D   u:r:radio:s0                   S     binder_thread_read
 5297  6512  1001 app_process64               com.android.phone           binder:5297_E   u:r:radio:s0                   S     binder_thread_read
 5297  6589  1001 app_process64               com.android.phone           ImsServiceContr u:r:radio:s0                   S     do_epoll_wait
 5297  6590  1001 app_process64               com.android.phone           ImsServiceContr u:r:radio:s0                   S     do_epoll_wait
 5297  6607  1001 app_process64               com.android.phone           pool-11-thread- u:r:radio:s0                   S     futex_wait_queue_me
 5297  6641  1001 app_process64               com.android.phone           pool-12-thread- u:r:radio:s0                   S     futex_wait_queue_me
 5297  6685  1001 app_process64               com.android.phone           Stk App Service u:r:radio:s0                   S     do_epoll_wait
 5297  6693  1001 app_process64               com.android.phone           binder:5297_F   u:r:radio:s0                   S     binder_thread_read
 5309  5309 10437 app_process64               com.android.systemui        ndroid.systemui u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5322 10437 app_process64               com.android.systemui        Signal Catcher  u:r:platform_app:s0:c512,c768  S<    do_sigtimedwait
 5309  5323 10437 app_process64               com.android.systemui        perfetto_hprof_ u:r:platform_app:s0:c512,c768  S<    pipe_read
 5309  5560 10437 app_process64               com.android.systemui        Jit thread pool u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
 5309  5561 10437 app_process64               com.android.systemui        HeapTaskDaemon  u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
 5309  5562 10437 app_process64               com.android.systemui        ReferenceQueueD u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
 5309  5563 10437 app_process64               com.android.systemui        FinalizerDaemon u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
 5309  5564 10437 app_process64               com.android.systemui        FinalizerWatchd u:r:platform_app:s0:c512,c768  SN    futex_wait_queue_me
 5309  5566 10437 app_process64               com.android.systemui        binder:5309_1   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309  5567 10437 app_process64               com.android.systemui        binder:5309_2   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309  5570 10437 app_process64               com.android.systemui        binder:5309_3   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309  5575 10437 app_process64               com.android.systemui        TracingMuxer    u:r:platform_app:s0:c512,c768  S     do_sys_poll
 5309  5576 10437 app_process64               com.android.systemui        wmshell.main    u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
 5309  5577 10437 app_process64               com.android.systemui        pool-3-thread-1 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5578 10437 app_process64               com.android.systemui        pool-4-thread-1 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5580 10437 app_process64               com.android.systemui        hell.background u:r:platform_app:s0:c512,c768  SN    do_epoll_wait
 5309  5584 10437 app_process64               com.android.systemui        wmshell.anim    u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
 5309  5586 10437 app_process64               com.android.systemui        InteractionJank u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5600 10437 app_process64               com.android.systemui        android.bg      u:r:platform_app:s0:c512,c768  SN    do_epoll_wait
 5309  5601 10437 app_process64               com.android.systemui        ll.splashscreen u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
 5309  5602 10437 app_process64               com.android.systemui        ll.splashworker u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
 5309  5605 10437 app_process64               com.android.systemui        SystemUIBg-1    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5606 10437 app_process64               com.android.systemui        SysUiBg         u:r:platform_app:s0:c512,c768  SN    do_epoll_wait
 5309  5607 10437 app_process64               com.android.systemui        SystemUIBg-2    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5608 10437 app_process64               com.android.systemui        SystemUIBg-3    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5609 10437 app_process64               com.android.systemui        SystemUIBg-4    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5610 10437 app_process64               com.android.systemui        SystemUIBg-5    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5611 10437 app_process64               com.android.systemui        SystemUIBg-6    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5612 10437 app_process64               com.android.systemui        SystemUIBg-7    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5613 10437 app_process64               com.android.systemui        SystemUIBg-8    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5614 10437 app_process64               com.android.systemui        BroadcastRunnin u:r:platform_app:s0:c512,c768  SN    do_epoll_wait
 5309  5629 10437 app_process64               com.android.systemui        hwuiTask0       u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
 5309  5630 10437 app_process64               com.android.systemui        hwuiTask1       u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
 5309  5631 10437 app_process64               com.android.systemui        RenderThread    u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
 5309  5637 10437 app_process64               com.android.systemui        plugin          u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5644 10437 app_process64               com.android.systemui        binder:5309_4   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309  5645 10437 app_process64               com.android.systemui        async_sensor    u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5647 10437 app_process64               com.android.systemui        pool-9-thread-1 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5654 10437 app_process64               com.android.systemui        UnfoldBg        u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
 5309  5659 10437 app_process64               com.android.systemui        ConnectivityThr u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5665 10437 app_process64               com.android.systemui        WifiPickerTrack u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5673 10437 app_process64               com.android.systemui        MediaDataManage u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5676 10437 app_process64               com.android.systemui        queued-work-loo u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
 5309  5677 10437 app_process64               com.android.systemui        CameraManagerGl u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5679 10437 app_process64               com.android.systemui        SysUiLng        u:r:platform_app:s0:c512,c768  SN    do_epoll_wait
 5309  5680 10437 app_process64               com.android.systemui        DefaultWallpape u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5681 10437 app_process64               com.android.systemui        ImageWallpaper  u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5682 10437 app_process64               com.android.systemui        binder:5309_5   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309  5684 10437 app_process64               com.android.systemui        ScreenDecoratio u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5685 10437 app_process64               com.android.systemui        WifiPickerTrack u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5690 10437 app_process64               com.android.systemui        MediaDataProces u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5704 10437 app_process64               com.android.systemui        SurfaceSyncGrou u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5726 10437 app_process64               com.android.systemui        TimeTick        u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5730 10437 app_process64               com.android.systemui        NotifInflation  u:r:platform_app:s0:c512,c768  SN    do_epoll_wait
 5309  5743 10437 app_process64               com.android.systemui        binder:5309_3   u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5753 10437 app_process64               com.android.systemui        RenderThread    u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
 5309  5754 10437 app_process64               com.android.systemui        RenderThread    u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
 5309  5755 10437 app_process64               com.android.systemui        RenderThread    u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
 5309  5756 10437 app_process64               com.android.systemui        RenderThread    u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
 5309  5765 10437 app_process64               com.android.systemui        Keyboard        u:r:platform_app:s0:c512,c768  SN    do_epoll_wait
 5309  5783 10437 app_process64               com.android.systemui        CCodecWatchdog  u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5784 10437 app_process64               com.android.systemui        NDK MediaCodec_ u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
 5309  5785 10437 app_process64               com.android.systemui        NDK MediaCodec_ u:r:platform_app:s0:c512,c768  S<    futex_wait_queue_me
 5309  5786 10437 app_process64               com.android.systemui        HwBinder:5309_1 u:r:platform_app:s0:c512,c768  S<    binder_thread_read
 5309  5788 10437 app_process64               com.android.systemui        MTViewCapture   u:r:platform_app:s0:c512,c768  S<    do_epoll_wait
 5309  5791 10437 app_process64               com.android.systemui        pool-11-thread- u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5801 10437 app_process64               com.android.systemui        binder:5309_6   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309  5817 10437 app_process64               com.android.systemui        VolumeDialogCon u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5837 10437 app_process64               com.android.systemui        ScrimUtils-bg   u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5853 10437 app_process64               com.android.systemui        AsyncLayoutInfl u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5870 10437 app_process64               com.android.systemui        DefaultDispatch u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5871 10437 app_process64               com.android.systemui        DefaultDispatch u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5872 10437 app_process64               com.android.systemui        DefaultDispatch u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  5873 10437 app_process64               com.android.systemui        biometrics      u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  5965 10437 app_process64               com.android.systemui        binder:5309_7   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309  5975 10437 app_process64               com.android.systemui        binder:5309_8   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309  6023 10437 app_process64               com.android.systemui        pool-12-thread- u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  6278 10437 app_process64               com.android.systemui        SelectionToolba u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309  6834 10437 app_process64               com.android.systemui        pool-8-thread-1 u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  7417 10437 app_process64               com.android.systemui        pool-11-thread- u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309  7606 10437 app_process64               com.android.systemui        binder:5309_9   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309 10203 10437 app_process64               com.android.systemui        pool-11-thread- u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309 11134 10437 app_process64               com.android.systemui        AsyncTask #2    u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309 11254 10437 app_process64               com.android.systemui        pool-11-thread- u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309 11326 10437 app_process64               com.android.systemui        ScrimUtils-bg   u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309 11390 10437 app_process64               com.android.systemui        binder:5309_A   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309 14570 10437 app_process64               com.android.systemui        binder:5309_B   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309 16801 10437 app_process64               com.android.systemui        pool-11-thread- u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309 16955 10437 app_process64               com.android.systemui        binder:5309_C   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309 16976 10437 app_process64               com.android.systemui        pool-17-thread- u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309 17724 10437 app_process64               com.android.systemui        binder:5309_D   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5309 22224 10437 app_process64               com.android.systemui        callbackHandler u:r:platform_app:s0:c512,c768  S     do_epoll_wait
 5309 23408 10437 app_process64               com.android.systemui        pool-11-thread- u:r:platform_app:s0:c512,c768  S     futex_wait_queue_me
 5309 23681 10437 app_process64               com.android.systemui        binder:5309_E   u:r:platform_app:s0:c512,c768  S     binder_thread_read
 5316  5316  1000 app_process64               org.protonaosp.columbus     onaosp.columbus u:r:system_app:s0              S     do_epoll_wait
 5316  5333  1000 app_process64               org.protonaosp.columbus     Signal Catcher  u:r:system_app:s0              S<    do_sigtimedwait
 5316  5335  1000 app_process64               org.protonaosp.columbus     perfetto_hprof_ u:r:system_app:s0              S<    pipe_read
 5316  5465  1000 app_process64               org.protonaosp.columbus     Jit thread pool u:r:system_app:s0              SN    futex_wait_queue_me
 5316  5466  1000 app_process64               org.protonaosp.columbus     HeapTaskDaemon  u:r:system_app:s0              SN    futex_wait_queue_me
 5316  5467  1000 app_process64               org.protonaosp.columbus     ReferenceQueueD u:r:system_app:s0              SN    futex_wait_queue_me
 5316  5468  1000 app_process64               org.protonaosp.columbus     FinalizerDaemon u:r:system_app:s0              SN    futex_wait_queue_me
 5316  5469  1000 app_process64               org.protonaosp.columbus     FinalizerWatchd u:r:system_app:s0              SN    futex_wait_queue_me
 5316  5470  1000 app_process64               org.protonaosp.columbus     binder:5316_1   u:r:system_app:s0              S     binder_thread_read
 5316  5472  1000 app_process64               org.protonaosp.columbus     binder:5316_2   u:r:system_app:s0              S     binder_thread_read
 5316  5475  1000 app_process64               org.protonaosp.columbus     binder:5316_3   u:r:system_app:s0              S     binder_thread_read
 5316  5514  1000 app_process64               org.protonaosp.columbus     Profile Saver   u:r:system_app:s0              SN    futex_wait_queue_me
 5316  6304  1000 app_process64               org.protonaosp.columbus     queued-work-loo u:r:system_app:s0              S<    do_epoll_wait
 5316  9269  1000 app_process64               org.protonaosp.columbus     socket_writer_q u:r:system_app:s0              SN    futex_wait_queue_me
 5325  5325  1001 app_process64               .dataservices               .dataservices   u:r:vendor_dataservice_app:s0  S     do_epoll_wait
