  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
 1355  1355     0 [ocar_wq]                   [ocar_wq]                   ocar_wq         u:r:kernel:s0                  I<    rescuer_thread
 1356  1356     0 zygiskd32                   ./bin/zygiskd32             zygiskd32       u:r:su:s0                      S     __skb_wait_for_more_packets
 1363  1363     0 iptables                    /system/bin/iptables-restore --noflush -w -v iptables-restor u:r:netd:s0   S     pipe_read
 1364  1364     0 iptables                    /system/bin/ip6tables-restore --noflush -w -v ip6tables-resto u:r:netd:s0  S     pipe_read
 1395  1395     0 [kworker/u17:6-kgsl-events] [kworker/u17:6-kgsl-events] kworker/u17:6-kgsl-events u:r:kernel:s0        I<    worker_thread
 1398  1398     0 [kworker/u17:7-kgsl-events] [kworker/u17:7-kgsl-events] kworker/u17:7-kgsl-events u:r:kernel:s0        I<    worker_thread
 1399  1399     0 [kworker/u17:8-kgsl-events] [kworker/u17:8-kgsl-events] kworker/u17:8-kgsl-events u:r:kernel:s0        I<    worker_thread
 1400  1400     0 [kworker/u17:9-kgsl-events] [kworker/u17:9-kgsl-events] kworker/u17:9-kgsl-events u:r:kernel:s0        I<    worker_thread
 1401  1401     0 [kworker/u17:10-kgsl-events] [kworker/u17:10-kgsl-events] kworker/u17:10-kgsl-events u:r:kernel:s0     I<    worker_thread
 1402  1402     0 [kworker/u17:11-kgsl-events] [kworker/u17:11-kgsl-events] kworker/u17:11-kgsl-events u:r:kernel:s0     I<    worker_thread
 1403  1403     0 [kworker/u17:12-kgsl-events] [kworker/u17:12-kgsl-events] kworker/u17:12-kgsl-events u:r:kernel:s0     I<    worker_thread
 1404  1404     0 [kworker/u17:13-kgsl-events] [kworker/u17:13-kgsl-events] kworker/u17:13-kgsl-events u:r:kernel:s0     I<    worker_thread
 1405  1405     0 [kworker/u17:14-kgsl-events] [kworker/u17:14-kgsl-events] kworker/u17:14-kgsl-events u:r:kernel:s0     I<    worker_thread
 1408  1408     0 [kworker/u17:15-hal_register_write_wq] [kworker/u17:15-hal_register_write_wq] kworker/u17:15-hal_register_write_wq u:r:kernel:s0 I< worker_thread
 1409  1409     0 [kworker/u17:16-kgsl-events] [kworker/u17:16-kgsl-events] kworker/u17:16-kgsl-events u:r:kernel:s0     I<    worker_thread
 1410  1410     0 [kworker/u17:17-kgsl-events] [kworker/u17:17-kgsl-events] kworker/u17:17-kgsl-events u:r:kernel:s0     I<    worker_thread
 1411  1411     0 [kworker/u17:18-kgsl-events] [kworker/u17:18-kgsl-events] kworker/u17:18-kgsl-events u:r:kernel:s0     I<    worker_thread
 1412  1412     0 [kworker/u17:19-kgsl-events] [kworker/u17:19-kgsl-events] kworker/u17:19-kgsl-events u:r:kernel:s0     I<    worker_thread
 1413  1413     0 [kworker/u17:20-kgsl-events] [kworker/u17:20-kgsl-events] kworker/u17:20-kgsl-events u:r:kernel:s0     I<    worker_thread
 1414  1414     0 [kworker/u17:21-kgsl-events] [kworker/u17:21-kgsl-events] kworker/u17:21-kgsl-events u:r:kernel:s0     I<    worker_thread
 1416  1416     0 [kworker/u17:22-kgsl-events] [kworker/u17:22-kgsl-events] kworker/u17:22-kgsl-events u:r:kernel:s0     I<    worker_thread
 1417  1417     0 [kworker/u17:23-kgsl-events] [kworker/u17:23-kgsl-events] kworker/u17:23-kgsl-events u:r:kernel:s0     I<    worker_thread
 1418  1418     0 [kworker/u17:24-kgsl-events] [kworker/u17:24-kgsl-events] kworker/u17:24-kgsl-events u:r:kernel:s0     I<    worker_thread
 1419  1419     0 [kworker/u17:25-kgsl-events] [kworker/u17:25-kgsl-events] kworker/u17:25-kgsl-events u:r:kernel:s0     I<    worker_thread
 1420  1420     0 [kworker/u17:26-kgsl-events] [kworker/u17:26-kgsl-events] kworker/u17:26-kgsl-events u:r:kernel:s0     I<    worker_thread
 1421  1421     0 [kworker/u17:27-kgsl-events] [kworker/u17:27-kgsl-events] kworker/u17:27-kgsl-events u:r:kernel:s0     I<    worker_thread
 1423  1423     0 [kworker/u17:28-kgsl-events] [kworker/u17:28-kgsl-events] kworker/u17:28-kgsl-events u:r:kernel:s0     I<    worker_thread
 1424  1424     0 [kworker/u17:29-kgsl-events] [kworker/u17:29-kgsl-events] kworker/u17:29-kgsl-events u:r:kernel:s0     I<    worker_thread
 1425  1425     0 [kworker/u17:30-kgsl-events] [kworker/u17:30-kgsl-events] kworker/u17:30-kgsl-events u:r:kernel:s0     I<    worker_thread
 1426  1426     0 [kworker/u17:31-kgsl-events] [kworker/u17:31-kgsl-events] kworker/u17:31-kgsl-events u:r:kernel:s0     I<    worker_thread
 1427  1427     0 [kworker/u17:32-kgsl-events] [kworker/u17:32-kgsl-events] kworker/u17:32-kgsl-events u:r:kernel:s0     I<    worker_thread
 1428  1428     0 [kworker/u17:33-kgsl-events] [kworker/u17:33-kgsl-events] kworker/u17:33-kgsl-events u:r:kernel:s0     I<    worker_thread
 1429  1429     0 [kworker/u17:34-kgsl-events] [kworker/u17:34-kgsl-events] kworker/u17:34-kgsl-events u:r:kernel:s0     I<    worker_thread
 1431  1431     0 [kworker/u17:35-kgsl-events] [kworker/u17:35-kgsl-events] kworker/u17:35-kgsl-events u:r:kernel:s0     I<    worker_thread
 1464  1464     0 [glink_cdsp]                [glink_cdsp]                glink_cdsp      u:r:kernel:s0                  S     kthread_worker_fn
 1465  1465     0 [qrtr_rx]                   [qrtr_rx]                   qrtr_rx         u:r:kernel:s0                  S     kthread_worker_fn
 1467  1467     0 [glink_adsp]                [glink_adsp]                glink_adsp      u:r:kernel:s0                  S     kthread_worker_fn
 1468  1468     0 [qrtr_rx]                   [qrtr_rx]                   qrtr_rx         u:r:kernel:s0                  S     kthread_worker_fn
 1481  1481     0 [kworker/0:3-events]        [kworker/0:3-events]        kworker/0:3-events u:r:kernel:s0               I     worker_thread
 1493  1493     0 [shortc_thread]             [shortc_thread]             shortc_thread   u:r:kernel:s0                  D     shortc_thread_main
 1494  1494     0 [oplus_chg_debug]           [oplus_chg_debug]           oplus_chg_debug u:r:kernel:s0                  I<    rescuer_thread
 1502  1502     0 [kworker/0:4-pm]            [kworker/0:4-pm]            kworker/0:4-pm  u:r:kernel:s0                  I     worker_thread
 1509  1509  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1509  1533  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1535  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1536  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1537  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1538  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1539  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1540  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1541  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1542  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1543  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1544  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1545  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1546  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1547  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1548  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1549  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1620  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1509  1621  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1622  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1623  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1624  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1625  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1626  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1627  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1628  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1629  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1630  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1631  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1632  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1633  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1634  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1635  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1636  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1637  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     do_select
 1509  1638  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1509  1639  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     __skb_wait_for_more_packets
 1509  1641  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     do_sys_poll
 1509  1643  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1644  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1645  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1646  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1647  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1648  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1649  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1650  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     __skb_wait_for_more_packets
 1509  1651  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1652  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1653  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1654  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1655  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1656  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1657  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1658  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1659  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1509  1718  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     __skb_wait_for_more_packets
 1509  1719  1000 ssgtzd                      /vendor/bin/ssgtzd          qwes exp        u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1509  1721  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1509  3178  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     do_sys_poll
 1531  1531  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1531_2 u:r:hal_audio_default:s0 S binder_thread_read
 1531  1557  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service vndbinder:1531_ u:r:hal_audio_default:s0 S binder_thread_read
 1531  1558  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service vndbinder:1531_ u:r:hal_audio_default:s0 S binder_thread_read
 1531  1559  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1531_1 u:r:hal_audio_default:s0 S binder_thread_read
 1531  1560  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1531_3 u:r:hal_audio_default:s0 S binder_thread_read
 1531  1562  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_1 u:r:hal_audio_default:s0 S binder_thread_read
 1531  1563  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_2 u:r:hal_audio_default:s0 S binder_thread_read
 1531  2698  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_2 u:r:hal_audio_default:s0 S __skb_wait_for_more_packets
 1531  2701  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_3 u:r:hal_audio_default:s0 S binder_thread_read
 1531  2704  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1531_2 u:r:hal_audio_default:s0 S futex_wait_queue_me
 1531  2705  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_2 u:r:hal_audio_default:s0 S do_sys_poll
 1531  2795  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_4 u:r:hal_audio_default:s0 S binder_thread_read
 1531  2798  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_5 u:r:hal_audio_default:s0 S binder_thread_read
 1531  2801  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_6 u:r:hal_audio_default:s0 S binder_thread_read
 1531  2805  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_7 u:r:hal_audio_default:s0 S binder_thread_read
 1531  2808  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_8 u:r:hal_audio_default:s0 S binder_thread_read
 1531  2812  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_9 u:r:hal_audio_default:s0 S binder_thread_read
 1531  2824  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_A u:r:hal_audio_default:s0 S binder_thread_read
 1531  2826  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_B u:r:hal_audio_default:s0 S binder_thread_read
 1531  2836  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_C u:r:hal_audio_default:s0 S binder_thread_read
 1531  2841  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1531_D u:r:hal_audio_default:s0 S binder_thread_read
 1532  1532  1000 android.hidl.allocator@1.0-service /system/system_ext/bin/hw/android.hidl.allocator@1.0-service allocator@1.0-s u:r:hal_allocator_default:s0 S binder_thread_read
 1534  1534     0 [kworker/5:4-rcu_gp]        [kworker/5:4-rcu_gp]        kworker/5:4-rcu_gp u:r:kernel:s0               I     worker_thread
 1550  1550  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti bluetooth@1.0-s u:r:hal_bluetooth_default:s0 S binder_thread_read
 1550  5819  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 0 u:r:hal_bluetooth_default:s0 S do_sigtimedwait
 1550  5829  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 2 u:r:hal_bluetooth_default:s0 S do_sigtimedwait
 1550  5870  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 3 u:r:hal_bluetooth_default:s0 S do_sigtimedwait
 1550  5871  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti bluetooth@1.0-s u:r:hal_bluetooth_default:s0 S do_sys_poll
 1550  6211  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti bluetooth@1.0-s u:r:hal_bluetooth_default:s0 S do_select
 1550  6212  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti bluetooth@1.0-s u:r:hal_bluetooth_default:s0 S __skb_wait_for_more_packets
 1550  6215  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 4 u:r:hal_bluetooth_default:s0 S< do_sigtimedwait
 1550  6217  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 5 u:r:hal_bluetooth_default:s0 S< do_sigtimedwait
 1550  6219  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 6 u:r:hal_bluetooth_default:s0 S do_sigtimedwait
 1551  1551  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL binder_thread_read
 1551  1681  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL do_sys_poll
 1551  1715  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 SyncManager_0 u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1716  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL do_sys_poll
 1551  1785  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1786  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1787  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1788  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1789  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1790  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1791  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1792  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1793  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1794  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1795  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  1796  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2640  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2715  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 HwBinder:1551_1 u:r:hal_camera_default:s0 SL binder_thread_read
 1551  2716  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 HwBinder:1551_2 u:r:hal_camera_default:s0 SL binder_thread_read
 1551  2720  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2721  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2722  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2723  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2724  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2725  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2726  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2727  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2728  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2729  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2730  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2731  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2732  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL do_sys_poll
 1551  2733  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL do_sys_poll
 1551  2750  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL binder_thread_read
 1551  2751  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2752  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1551  2753  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL binder_thread_read
 1552  1552  1013 android.hardware.cas@1.2-service /vendor/bin/hw/android.hardware.cas@1.2-service cas@1.2-service u:r:hal_cas_default:s0 S binder_thread_read
 1552  1565  1013 android.hardware.cas@1.2-service /vendor/bin/hw/android.hardware.cas@1.2-service HwBinder:1552_1 u:r:hal_cas_default:s0 S binder_thread_read
 1552  1566  1013 android.hardware.cas@1.2-service /vendor/bin/hw/android.hardware.cas@1.2-service HwBinder:1552_2 u:r:hal_cas_default:s0 S binder_thread_read
 1553  1553  1013 android.hardware.drm-service.clearkey /vendor/bin/hw/android.hardware.drm-service.clearkey android.hardwar u:r:hal_drm_clearkey_aidl:s0 S binder_thread_read
