02000000-22000000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space]
78fa0c3000-78fa0ee000 r--p 00000000 fd:0e 180                            /apex/com.android.conscrypt/lib64/libssl.so
78fa0ee000-78fa156000 r-xp 0002b000 fd:0e 180                            /apex/com.android.conscrypt/lib64/libssl.so
78fa156000-78fa15a000 r--p 00093000 fd:0e 180                            /apex/com.android.conscrypt/lib64/libssl.so
78fa15a000-78fa15b000 rw-p 00097000 fd:0e 180                            /apex/com.android.conscrypt/lib64/libssl.so
78fa184000-78fa19a000 r--p 00000000 fd:0e 179                            /apex/com.android.conscrypt/lib64/libjavacrypto.so
78fa19a000-78fa1bb000 r-xp 00016000 fd:0e 179                            /apex/com.android.conscrypt/lib64/libjavacrypto.so
78fa1bb000-78fa1bd000 r--p 00037000 fd:0e 179                            /apex/com.android.conscrypt/lib64/libjavacrypto.so
78fa1bd000-78fa1bf000 rw-p 00039000 fd:0e 179                            /apex/com.android.conscrypt/lib64/libjavacrypto.so
78fa1e0000-78fbda9000 r--s 00000000 07:48 18                             /apex/com.android.i18n/etc/icu/icudt76l.dat
78fbda9000-78fbdaa000 r--p 00000000 07:a0 33                             /apex/com.android.os.statsd/lib64/libstats_jni.so
78fbdaa000-78fbdab000 r-xp 00001000 07:a0 33                             /apex/com.android.os.statsd/lib64/libstats_jni.so
78fbdab000-78fbdac000 r--p 00002000 07:a0 33                             /apex/com.android.os.statsd/lib64/libstats_jni.so
78fcc0b000-78fdb70000 ---p 00000000 00:00 0 
78fdb70000-78fdb74000 rw-p 00000000 00:00 0 
78fdb74000-78fe004000 ---p 00000000 00:00 0 
78fe004000-78fe008000 rw-p 00000000 00:00 0 
78fe008000-78ff004000 ---p 00000000 00:00 0 
78ff004000-78ff008000 rw-p 00000000 00:00 0 
78ff008000-78ffc0b000 ---p 00000000 00:00 0 
78ffc0b000-78ffc0c000 ---p 00000000 00:00 0 
78ffc0c000-78ffc0d000 ---p 00000000 00:00 0                              [anon:stack_and_tls:24235]
78ffc0d000-78ffd14000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:24235]
78ffd14000-78ffd16000 ---p 00000000 00:00 0 
78ffd16000-78ffd17000 ---p 00000000 00:00 0                              [anon:stack_and_tls:24234]
78ffd17000-78ffe1e000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:24234]
78ffe1e000-78ffe20000 ---p 00000000 00:00 0 
78ffe20000-78ffe21000 ---p 00000000 00:00 0                              [anon:stack_and_tls:24233]
78ffe21000-78fff28000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:24233]
78fff28000-78fff2a000 ---p 00000000 00:00 0 
78fff2a000-78fff2b000 ---p 00000000 00:00 0                              [anon:stack_and_tls:24232]
78fff2b000-7900032000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:24232]
7900032000-7900033000 ---p 00000000 00:00 0 
7900033000-7900ef0000 ---p 00000000 00:00 0 
7900ef0000-7900ef4000 rw-p 00000000 00:00 0 
7900ef4000-7901033000 ---p 00000000 00:00 0 
7901033000-7901034000 ---p 00000000 00:00 0 
7901034000-7901035000 ---p 00000000 00:00 0                              [anon:stack_and_tls:24231]
7901035000-7901138000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:24231]
7901138000-7901139000 ---p 00000000 00:00 0 
7901139000-790121f000 rw-p 00000000 00:00 0                              [anon:dalvik-allocspace non moving space mark-bitmap 1]
790121f000-7901305000 rw-p 00000000 00:00 0                              [anon:dalvik-allocspace non moving space live-bitmap 1]
7901305000-7905305000 rw-s 00000000 00:01 28216                          /memfd:jit-zygote-cache (deleted)
7905305000-790531f000 r--p 00000000 fd:2d 104                            /apex/com.android.art/lib64/libopenjdk.so
790531f000-790533d000 r-xp 0001a000 fd:2d 104                            /apex/com.android.art/lib64/libopenjdk.so
790533d000-790533e000 r--p 00038000 fd:2d 104                            /apex/com.android.art/lib64/libopenjdk.so
790533e000-7905340000 rw-p 00039000 fd:2d 104                            /apex/com.android.art/lib64/libopenjdk.so
7905344000-7905348000 r--p 00000000 fd:2d 105                            /apex/com.android.art/lib64/libopenjdkjvm.so
7905348000-790534b000 r-xp 00004000 fd:2d 105                            /apex/com.android.art/lib64/libopenjdkjvm.so
790534b000-790534c000 r--p 00007000 fd:2d 105                            /apex/com.android.art/lib64/libopenjdkjvm.so
7905386000-790538f000 r--p 00000000 fd:2d 95                             /apex/com.android.art/lib64/libexpat.so
790538f000-79053af000 r-xp 00009000 fd:2d 95                             /apex/com.android.art/lib64/libexpat.so
79053af000-79053b1000 r--p 00029000 fd:2d 95                             /apex/com.android.art/lib64/libexpat.so
79053b1000-79053b2000 rw-p 00000000 00:00 0                              [anon:.bss]
79053ec000-79053ed000 r--p 00000000 fd:2d 83                             /apex/com.android.art/lib64/libandroidio.so
79053ed000-79053ee000 r-xp 00001000 fd:2d 83                             /apex/com.android.art/lib64/libandroidio.so
79053ee000-79053ef000 r--p 00002000 fd:2d 83                             /apex/com.android.art/lib64/libandroidio.so
79053ef000-79053f0000 rw-p 00000000 00:00 0                              [anon:.bss]
7905400000-7905413000 r--p 00000000 fd:2d 96                             /apex/com.android.art/lib64/libjavacore.so
7905413000-790543d000 r-xp 00013000 fd:2d 96                             /apex/com.android.art/lib64/libjavacore.so
790543d000-790543e000 r--p 0003d000 fd:2d 96                             /apex/com.android.art/lib64/libjavacore.so
790543e000-7905440000 rw-p 0003e000 fd:2d 96                             /apex/com.android.art/lib64/libjavacore.so
7905457000-7907020000 r--s 00000000 07:48 18                             /apex/com.android.i18n/etc/icu/icudt76l.dat
7907020000-7907029000 r--p 00000000 07:48 35                             /apex/com.android.i18n/lib64/libicu_jni.so
7907029000-7907036000 r-xp 00009000 07:48 35                             /apex/com.android.i18n/lib64/libicu_jni.so
7907036000-7907037000 r--p 00016000 07:48 35                             /apex/com.android.i18n/lib64/libicu_jni.so
7907037000-7907038000 rw-p 00017000 07:48 35                             /apex/com.android.i18n/lib64/libicu_jni.so
790707a000-790707c000 r--p 00000000 fd:02 2713                           /system/lib64/libwebviewchromium_plat_support.so
790707c000-790707e000 r-xp 00002000 fd:02 2713                           /system/lib64/libwebviewchromium_plat_support.so
790707e000-790707f000 r--p 00004000 fd:02 2713                           /system/lib64/libwebviewchromium_plat_support.so
790707f000-7907080000 rw-p 00005000 fd:02 2713                           /system/lib64/libwebviewchromium_plat_support.so
79070a0000-79070a1000 r--p 00000000 fd:02 2675                           /system/lib64/libstdc++.so
79070a1000-79070a3000 r-xp 00001000 fd:02 2675                           /system/lib64/libstdc++.so
79070a3000-79070a4000 r--p 00003000 fd:02 2675                           /system/lib64/libstdc++.so
79070d9000-79070dc000 r--p 00000000 fd:02 2701                           /system/lib64/libutilscallstack.so
79070dc000-79070df000 r-xp 00003000 fd:02 2701                           /system/lib64/libutilscallstack.so
79070df000-79070e0000 r--p 00006000 fd:02 2701                           /system/lib64/libutilscallstack.so
79070e0000-79070e1000 rw-p 00000000 00:00 0                              [anon:.bss]
7907105000-790710c000 r--p 00000000 fd:02 2266                           /system/lib64/libRS.so
790710c000-7907114000 r-xp 00007000 fd:02 2266                           /system/lib64/libRS.so
7907114000-7907115000 r--p 0000f000 fd:02 2266                           /system/lib64/libRS.so
7907115000-7907116000 rw-p 00000000 00:00 0                              [anon:.bss]
7907150000-7907170000 r--p 00000000 fd:02 2165                           /system/lib64/android.hardware.renderscript@1.0.so
7907170000-79071b3000 r-xp 00020000 fd:02 2165                           /system/lib64/android.hardware.renderscript@1.0.so
79071b3000-79071b7000 r--p 00063000 fd:02 2165                           /system/lib64/android.hardware.renderscript@1.0.so
79071b7000-79071b8000 rw-p 00067000 fd:02 2165                           /system/lib64/android.hardware.renderscript@1.0.so
79071d9000-79071db000 r--p 00000000 fd:02 2264                           /system/lib64/libOpenSLES.so
79071db000-79071dc000 r-xp 00002000 fd:02 2264                           /system/lib64/libOpenSLES.so
79071dc000-79071dd000 r--p 00003000 fd:02 2264                           /system/lib64/libOpenSLES.so
7907232000-7907234000 r--p 00000000 fd:02 2263                           /system/lib64/libOpenMAXAL.so
7907234000-7907235000 r-xp 00002000 fd:02 2263                           /system/lib64/libOpenMAXAL.so
7907235000-7907236000 r--p 00003000 fd:02 2263                           /system/lib64/libOpenMAXAL.so
7907270000-7907273000 r--p 00000000 fd:02 2495                           /system/lib64/libjnigraphics.so
7907273000-7907275000 r-xp 00003000 fd:02 2495                           /system/lib64/libjnigraphics.so
7907275000-7907276000 r--p 00005000 fd:02 2495                           /system/lib64/libjnigraphics.so
7907295000-79072a9000 r--p 00000000 fd:02 2369                           /system/lib64/libcamera2ndk.so
79072a9000-79072e3000 r-xp 00014000 fd:02 2369                           /system/lib64/libcamera2ndk.so
79072e3000-79072e6000 r--p 0004e000 fd:02 2369                           /system/lib64/libcamera2ndk.so
79072e6000-79072e7000 rw-p 00051000 fd:02 2369                           /system/lib64/libcamera2ndk.so
7907333000-7907337000 r--p 00000000 fd:02 2290                           /system/lib64/libamidi.so
7907337000-790733b000 r-xp 00004000 fd:02 2290                           /system/lib64/libamidi.so
790733b000-790733c000 r--p 00008000 fd:02 2290                           /system/lib64/libamidi.so
790733c000-790733d000 rw-p 00000000 00:00 0                              [anon:.bss]
790734f000-790737c000 r--p 00000000 fd:02 2274                           /system/lib64/libaaudio_internal.so
790737c000-79073c6000 r-xp 0002d000 fd:02 2274                           /system/lib64/libaaudio_internal.so
79073c6000-79073d0000 r--p 00077000 fd:02 2274                           /system/lib64/libaaudio_internal.so
79073d0000-79073d1000 rw-p 00081000 fd:02 2274                           /system/lib64/libaaudio_internal.so
790740a000-7907413000 r--p 00000000 fd:02 2039                           /system/lib64/aaudio-aidl-cpp.so
7907413000-790741f000 r-xp 00009000 fd:02 2039                           /system/lib64/aaudio-aidl-cpp.so
790741f000-7907423000 r--p 00015000 fd:02 2039                           /system/lib64/aaudio-aidl-cpp.so
7907423000-7907424000 rw-p 00000000 00:00 0                              [anon:.bss]
7907465000-790746a000 r--p 00000000 fd:02 2273                           /system/lib64/libaaudio.so
790746a000-7907470000 r-xp 00005000 fd:02 2273                           /system/lib64/libaaudio.so
7907470000-7907471000 r--p 0000b000 fd:02 2273                           /system/lib64/libaaudio.so
7907471000-7907472000 rw-p 00000000 00:00 0                              [anon:.bss]
79074b4000-79074b5000 r--p 00000000 fd:02 2230                           /system/lib64/com.android.media.aaudio-aconfig-cc.so
79074b5000-79074b7000 r-xp 00001000 fd:02 2230                           /system/lib64/com.android.media.aaudio-aconfig-cc.so
79074b7000-79074b8000 r--p 00003000 fd:02 2230                           /system/lib64/com.android.media.aaudio-aconfig-cc.so
79074b8000-79074b9000 rw-p 00000000 00:00 0                              [anon:.bss]
79074c2000-7907513000 r--p 00000000 fd:02 2717                           /system/lib64/libxml2.so
7907513000-79075ef000 r-xp 00051000 fd:02 2717                           /system/lib64/libxml2.so
79075ef000-79075f3000 r--p 0012d000 fd:02 2717                           /system/lib64/libxml2.so
79075f3000-79075f4000 rw-p 00131000 fd:02 2717                           /system/lib64/libxml2.so
79075f4000-79075f5000 rw-p 00000000 00:00 0                              [anon:.bss]
7907615000-7907636000 r--p 00000000 fd:02 2291                           /system/lib64/libandroid.so
7907636000-7907659000 r-xp 00021000 fd:02 2291                           /system/lib64/libandroid.so
7907659000-790765e000 r--p 00044000 fd:02 2291                           /system/lib64/libandroid.so
790765e000-790765f000 rw-p 00049000 fd:02 2291                           /system/lib64/libandroid.so
7907685000-790768f000 r--p 00000000 fd:02 2161                           /system/lib64/android.hardware.power@1.0.so
790768f000-790769a000 r-xp 0000a000 fd:02 2161                           /system/lib64/android.hardware.power@1.0.so
790769a000-790769c000 r--p 00015000 fd:02 2161                           /system/lib64/android.hardware.power@1.0.so
790769c000-790769d000 rw-p 00017000 fd:02 2161                           /system/lib64/android.hardware.power@1.0.so
79076d0000-79076db000 r--p 00000000 fd:02 2164                           /system/lib64/android.hardware.power@1.3.so
79076db000-79076e7000 r-xp 0000b000 fd:02 2164                           /system/lib64/android.hardware.power@1.3.so
79076e7000-79076ea000 r--p 00017000 fd:02 2164                           /system/lib64/android.hardware.power@1.3.so
79076ea000-79076eb000 rw-p 0001a000 fd:02 2164                           /system/lib64/android.hardware.power@1.3.so
7907701000-790770d000 r--p 00000000 fd:02 2157                           /system/lib64/android.hardware.power-V6-ndk.so
790770d000-7907719000 r-xp 0000c000 fd:02 2157                           /system/lib64/android.hardware.power-V6-ndk.so
7907719000-790771a000 r--p 00018000 fd:02 2157                           /system/lib64/android.hardware.power-V6-ndk.so
790771a000-790771b000 rw-p 00019000 fd:02 2157                           /system/lib64/android.hardware.power-V6-ndk.so
790775c000-790777e000 r--p 00000000 fd:02 2598                           /system/lib64/libpowermanager.so
790777e000-79077a4000 r-xp 00022000 fd:02 2598                           /system/lib64/libpowermanager.so
79077a4000-79077ad000 r--p 00048000 fd:02 2598                           /system/lib64/libpowermanager.so
79077ad000-79077ae000 rw-p 00051000 fd:02 2598                           /system/lib64/libpowermanager.so
79077ed000-79077f5000 r--p 00000000 fd:02 2284                           /system/lib64/libactivitymanager_aidl.so
79077f5000-79077fb000 r-xp 00008000 fd:02 2284                           /system/lib64/libactivitymanager_aidl.so
79077fb000-79077fe000 r--p 0000e000 fd:02 2284                           /system/lib64/libactivitymanager_aidl.so
79077fe000-79077ff000 rw-p 00000000 00:00 0                              [anon:.bss]
790781e000-7907821000 r--p 00000000 fd:02 2197                           /system/lib64/android.os.flags-aconfig-cc.so
7907821000-7907822000 r-xp 00003000 fd:02 2197                           /system/lib64/android.os.flags-aconfig-cc.so
7907822000-7907823000 r--p 00004000 fd:02 2197                           /system/lib64/android.os.flags-aconfig-cc.so
7907823000-7907824000 rw-p 00000000 00:00 0                              [anon:.bss]
7907848000-7907853000 r--p 00000000 fd:02 2163                           /system/lib64/android.hardware.power@1.2.so
7907853000-790785e000 r-xp 0000b000 fd:02 2163                           /system/lib64/android.hardware.power@1.2.so
790785e000-7907860000 r--p 00016000 fd:02 2163                           /system/lib64/android.hardware.power@1.2.so
7907860000-7907861000 rw-p 00018000 fd:02 2163                           /system/lib64/android.hardware.power@1.2.so
79078a8000-79078ae000 r--p 00000000 fd:02 2241                           /system/lib64/dynamic_instrumentation_manager_aidl-cpp.so
79078ae000-79078b1000 r-xp 00006000 fd:02 2241                           /system/lib64/dynamic_instrumentation_manager_aidl-cpp.so
79078b1000-79078b3000 r--p 00009000 fd:02 2241                           /system/lib64/dynamic_instrumentation_manager_aidl-cpp.so
79078b3000-79078b4000 rw-p 00000000 00:00 0                              [anon:.bss]
79078e5000-79078ef000 r--p 00000000 fd:02 2162                           /system/lib64/android.hardware.power@1.1.so
79078ef000-79078fb000 r-xp 0000a000 fd:02 2162                           /system/lib64/android.hardware.power@1.1.so
79078fb000-79078fd000 r--p 00016000 fd:02 2162                           /system/lib64/android.hardware.power@1.1.so
79078fd000-79078fe000 rw-p 00018000 fd:02 2162                           /system/lib64/android.hardware.power@1.1.so
7907901000-790791f000 r--p 00000000 fd:2d 107                            /apex/com.android.art/lib64/libperfetto_hprof.so
790791f000-790797c000 r-xp 0001e000 fd:2d 107                            /apex/com.android.art/lib64/libperfetto_hprof.so
790797c000-7907980000 r--p 0007b000 fd:2d 107                            /apex/com.android.art/lib64/libperfetto_hprof.so
7907980000-7907981000 rw-p 0007f000 fd:2d 107                            /apex/com.android.art/lib64/libperfetto_hprof.so
7907981000-7907982000 rw-p 00000000 00:00 0                              [anon:.bss]
7907a00000-7909400000 ---p 00000000 00:00 0 
7909452000-79094cd000 r--p 00000000 fd:23 40                             /apex/com.android.adbd/lib64/libc++.so
79094cd000-79094d0000 ---p 00000000 00:00 0 
79094d0000-790955c000 r-xp 0007a000 fd:23 40                             /apex/com.android.adbd/lib64/libc++.so
790955c000-790955f000 ---p 00000000 00:00 0 
790955f000-7909567000 r--p 00105000 fd:23 40                             /apex/com.android.adbd/lib64/libc++.so
7909567000-790956a000 ---p 00000000 00:00 0 
790956a000-790956b000 rw-p 0010c000 fd:23 40                             /apex/com.android.adbd/lib64/libc++.so
790956b000-7909572000 rw-p 00000000 00:00 0                              [anon:.bss]
79095c0000-79095c8000 r--p 00000000 fd:2d 82                             /apex/com.android.art/lib64/libadbconnection.so
79095c8000-79095d8000 r-xp 00008000 fd:2d 82                             /apex/com.android.art/lib64/libadbconnection.so
79095d8000-79095d9000 r--p 00018000 fd:2d 82                             /apex/com.android.art/lib64/libadbconnection.so
79095d9000-79095da000 rw-p 00000000 00:00 0                              [anon:.bss]
7909600000-790ca00000 ---p 00000000 00:00 0 
790ca49000-790ca62000 r--p 00000000 fd:23 38                             /apex/com.android.adbd/lib64/libadbconnection_client.so
790ca62000-790cab7000 r-xp 00019000 fd:23 38                             /apex/com.android.adbd/lib64/libadbconnection_client.so
790cab7000-790caba000 r--p 0006e000 fd:23 38                             /apex/com.android.adbd/lib64/libadbconnection_client.so
790caba000-790cabb000 rw-p 00071000 fd:23 38                             /apex/com.android.adbd/lib64/libadbconnection_client.so
790cabb000-790cabd000 rw-p 00000000 00:00 0                              [anon:.bss]
790cac4000-790cad2000 r--p 00000000 fd:23 39                             /apex/com.android.adbd/lib64/libbase.so
790cad2000-790caf6000 r-xp 0000e000 fd:23 39                             /apex/com.android.adbd/lib64/libbase.so
790caf6000-790caf7000 r--p 00032000 fd:23 39                             /apex/com.android.adbd/lib64/libbase.so
790caf7000-790caf8000 rw-p 00033000 fd:23 39                             /apex/com.android.adbd/lib64/libbase.so
790cb1e000-790cb3a000 r--p 00000000 fd:23 44                             /apex/com.android.adbd/lib64/libprocessgroup.so
790cb3a000-790cb78000 r-xp 0001c000 fd:23 44                             /apex/com.android.adbd/lib64/libprocessgroup.so
790cb78000-790cb7a000 r--p 0005a000 fd:23 44                             /apex/com.android.adbd/lib64/libprocessgroup.so
790cb7a000-790cb7b000 rw-p 00000000 00:00 0                              [anon:.bss]
790cba3000-790cba6000 r--p 00000000 fd:02 2686                           /system/lib64/libtombstoned_client.so
790cba6000-790cbab000 r-xp 00003000 fd:02 2686                           /system/lib64/libtombstoned_client.so
790cbab000-790cbac000 r--p 00008000 fd:02 2686                           /system/lib64/libtombstoned_client.so
790cbff000-790d400000 rw-p 00000000 00:00 0                              [anon:dalvik-Concurrent mark-compact compaction buffers]
790d400000-792d400000 rw-p 00000000 00:00 0                              [anon:dalvik-main space]
792d46a000-792d46d000 r--p 00000000 fd:02 2305                           /system/lib64/libartpalette-system.so
792d46d000-792d46f000 r-xp 00003000 fd:02 2305                           /system/lib64/libartpalette-system.so
792d46f000-792d470000 r--p 00005000 fd:02 2305                           /system/lib64/libartpalette-system.so
792d470000-792d471000 rw-p 00000000 00:00 0                              [anon:.bss]
792d496000-792da26000 rw-p 00000000 00:00 0                              [anon:dalvik-Concurrent mark-compact chunk-info vector]
792da26000-792e226000 rw-p 00000000 00:00 0                              [anon:dalvik-Concurrent Mark Compact live words bitmap]
792e226000-792ea27000 rw-p 00000000 00:00 0                              [anon:dalvik-live stack]
792ea27000-792f228000 rw-p 00000000 00:00 0                              [anon:dalvik-allocation stack]
792f228000-792f629000 rw-p 00000000 00:00 0                              [anon:dalvik-card table]
792f629000-792f729000 rw-p 00000000 00:00 0                              [anon:dalvik-large object free list space allocation info map]
792f729000-792ff29000 rw-p 00000000 00:00 0                              [anon:dalvik-bump-pointer space live bitmap]
792ff29000-7930029000 rw-p 00000000 00:00 0                              [anon:dalvik-allocspace zygote / non moving space mark-bitmap 0]
7930029000-7930129000 rw-p 00000000 00:00 0                              [anon:dalvik-allocspace zygote / non moving space live-bitmap 0]
7930129000-7930286000 r--p 00000000 fd:14 36                             /apex/com.android.wifi/javalib/framework-wifi.jar
7930286000-793047b000 r--p 00000000 fd:13 46                             /apex/com.android.tethering/javalib/framework-connectivity.jar
793047b000-7930536000 r--p 00000000 fd:1c 33                             /apex/com.android.media/javalib/updatable-media.jar
7930536000-79305e1000 r--p 00000000 fd:1d 24                             /apex/com.android.ipsec/javalib/android.net.ipsec.ike.jar
79305e1000-79306b5000 r--p 00000000 07:a8 28                             /apex/com.android.healthfitness/javalib/framework-healthfitness.jar
79306b5000-7930734000 r--p 00000000 fd:0e 170                            /apex/com.android.conscrypt/javalib/conscrypt.jar
7930734000-7930881000 r--p 00000000 fd:24 41                             /apex/com.android.bt/javalib/framework-bluetooth.jar
7930881000-7930906000 r--p 00000000 fd:2c 28                             /apex/com.android.adservices/javalib/framework-adservices.jar
7930906000-7930b93000 r--p 00004000 07:48 21                             /apex/com.android.i18n/javalib/core-icu4j.jar
7930b93000-7930c4f000 r--p 00000000 fd:02 1627                           /system/framework/voip-common.jar
7930c4f000-79310a2000 r--p 00000000 fd:02 1622                           /system/framework/telephony-common.jar
79310a2000-79312aa000 r--p 0285d000 fd:02 1441                           /system/framework/framework.jar
79312aa000-79319f9000 r--p 0210f000 fd:02 1441                           /system/framework/framework.jar
79319f9000-7932263000 r--p 018a6000 fd:02 1441                           /system/framework/framework.jar
7932263000-7932a80000 r--p 0108a000 fd:02 1441                           /system/framework/framework.jar
7932a80000-793327d000 r--p 0088e000 fd:02 1441                           /system/framework/framework.jar
793327d000-7933b06000 r--p 00006000 fd:02 1441                           /system/framework/framework.jar
7933b06000-7934010000 r--p 00000000 fd:2d 49                             /apex/com.android.art/javalib/core-oj.jar
7934010000-7934011000 ---p 00000000 00:00 0 
7934011000-7934150000 rw-p 00000000 00:00 0                              [anon:scudo:secondary]
7934150000-7934152000 ---p 00000000 00:00 0 
7934152000-7934291000 rw-p 00000000 00:00 0                              [anon:scudo:secondary]
7934291000-7934293000 ---p 00000000 00:00 0 
7934293000-793449a000 rw-p 00000000 00:00 0                              [anon:scudo:secondary]
793449a000-793449b000 ---p 00000000 00:00 0 
793449b000-7934661000 r-xp 00000000 fd:30 876901                         /data/adb/modules/zygisk_lsposed/zygisk/arm64-v8a.so
7934661000-7934664000 ---p 00000000 00:00 0 
7934664000-793467a000 rw-p 001c5000 fd:30 876901                         /data/adb/modules/zygisk_lsposed/zygisk/arm64-v8a.so
793467a000-793467d000 ---p 00000000 00:00 0 
793467d000-79346a9000 rw-p 001da000 fd:30 876901                         /data/adb/modules/zygisk_lsposed/zygisk/arm64-v8a.so
79346a9000-79346b3000 rw-p 00000000 00:00 0 
79346b3000-7934848000 r--p 00000000 fd:2d 85                             /apex/com.android.art/lib64/libart.so
7934848000-79348b3000 ---p 00000000 00:00 0 
79348b3000-79350c4000 r-xp 00200000 fd:2d 85                             /apex/com.android.art/lib64/libart.so
79350c4000-79352b3000 ---p 00000000 00:00 0 
79352b3000-79352e4000 rw-p 00000000 00:00 0 
79352e4000-79354b3000 ---p 00000000 00:00 0 
79354b3000-79354b7000 rw-p 00e00000 fd:2d 85                             /apex/com.android.art/lib64/libart.so
79354b7000-79354d4000 rw-p 00000000 00:00 0                              [anon:.bss]
7935500000-7935600000 r--p 00000000 fd:2d 46                             /apex/com.android.art/javalib/apache-xml.jar
7935600000-7938200000 ---p 00000000 00:00 0 
7938229000-7938326000 r--p 00000000 fd:2d 47                             /apex/com.android.art/javalib/bouncycastle.jar
7938326000-7938327000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7938327000-7938367000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7938367000-794832a000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
794832a000-794842a000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
794842a000-795832f000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
795832f000-79583ef000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
79583ef000-7968334000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7968334000-7968374000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7968374000-7978336000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7978336000-7978376000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7978376000-798832d000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
798832d000-798836d000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
798836d000-799832e000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
799832e000-799836e000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
799836e000-79a8330000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
79a8330000-79a8370000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
79a8370000-79b832f000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
79b832f000-79b836f000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
79b836f000-79c832b000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
79c832b000-79c836b000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
79c836b000-79d832b000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
79d832b000-79d836b000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
79d836b000-79e8334000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
79e8334000-79e8374000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
79e8374000-79f8330000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
79f8330000-79f83b0000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
79f83b0000-7a08328000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a08328000-7a08368000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a08368000-7a1832f000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a1832f000-7a1836f000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a1836f000-7a28333000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a28333000-7a28373000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a28373000-7a3832e000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a3832e000-7a383ae000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a383ae000-7a48330000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a48330000-7a483b0000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a483b0000-7a58333000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a58333000-7a58373000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a58373000-7a68332000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a68332000-7a683b2000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a683b2000-7a7832a000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a7832a000-7a783aa000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a783aa000-7a88335000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a88335000-7a88375000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a88375000-7a9832e000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7a9832e000-7a9836e000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7a9836e000-7aa8335000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7aa8335000-7aa8375000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7aa8375000-7ab832a000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7ab832a000-7ab83aa000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7ab83aa000-7ac832c000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7ac832c000-7ac836c000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7ac836c000-7ad8327000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7ad8327000-7ad8367000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
7ad8367000-7ae8329000 ---p 00000000 00:00 0                              [anon:scudo:primary_reserve]
7ae8329000-7ae83a9000 rw-p 00000000 00:00 0                              [anon:scudo:primary]
